wav_filename,transcript
C:\Users\renec\Desktop\tedx_spanish_corpus\tedx_spanish_corpus\speech\TEDX_M_005_SPA_0086.wav,no había costo de inventario al contrario el turn over era altísisimo otra cosa que hicimos también fue comprometernos sobre comprometernos
C:\Users\renec\Desktop\tedx_spanish_corpus\tedx_spanish_corpus\speech\TEDX_M_005_SPA_0087.wav,había veces que hasta nos daba risa porque deciamos tú comprometete y ya despues veremos como le hacemos
C:\Users\renec\Desktop\tedx_spanish_corpus\tedx_spanish_corpus\speech\TEDX_M_005_SPA_0088.wav,esa era la confianza que ya teniamos como empleados de la ibm en la planta ejem
C:\Users\renec\Desktop\tedx_spanish_corpus\tedx_spanish_corpus\speech\TEDX_M_005_SPA_0089.wav,otro otra cosa e también importante fue el partner ship el partner ship que que tuvimos con el gobierno
C:\Users\renec\Desktop\tedx_spanish_corpus\tedx_spanish_corpus\speech\TEDX_M_005_SPA_0090.wav,en ese entonces es cuando entro el gobierno panista del gobernador al al alberto cardenas
C:\Users\renec\Desktop\tedx_spanish_corpus\tedx_spanish_corpus\speech\TEDX_M_005_SPA_0091.wav,y y trajo algo excepcional trajo a un secretario de promoción económica que ustedes van a escuchar al ratito
C:\Users\renec\Desktop\tedx_spanish_corpus\tedx_spanish_corpus\speech\TEDX_M_005_SPA_0092.wav,que ser iba a ser de alva que era un empresario y pensaba como empresario y el gobernador realmente quieria hacer cosas por méxico
C:\Users\renec\Desktop\tedx_spanish_corpus\tedx_spanish_corpus\speech\TEDX_M_005_SPA_0093.wav,y realmente hicimos un un un un partner ship excelente
C:\Users\renec\Desktop\tedx_spanish_corpus\tedx_spanish_corpus\speech\TEDX_M_005_SPA_0094.wav,llegaban lo a visitarnos los americanos le hablaba yo a sergio sergio los recibia en el club de industriales despues
C:\Users\renec\Desktop\tedx_spanish_corpus\tedx_spanish_corpus\speech\TEDX_M_005_SPA_0095.wav,organizaba una reunión con el gobernador y despues oranizaba una cena en casa del gobernador con el gobernador
C:\Users\renec\Desktop\tedx_spanish_corpus\tedx_spanish_corpus\speech\TEDX_M_005_SPA_0096.wav,imaginense llegan los americanos y los tratan así y ven toda la confianza y toda la
C:\Users\renec\Desktop\tedx_spanish_corpus\tedx_spanish_corpus\speech\TEDX_M_005_SPA_0097.wav,la buena voluntad que hay del gobierno pues obviamente comenzaron a caer proyectos y proyectos muy muy grandes
C:\Users\renec\Desktop\tedx_spanish_corpus\tedx_spanish_corpus\speech\TEDX_M_005_SPA_0098.wav,también con la industria obviamente ya platique de la industria y algo que suena mal pero hay que reconocerlo
C:\Users\renec\Desktop\tedx_spanish_corpus\tedx_spanish_corpus\speech\TEDX_M_005_SPA_0099.wav,nos volvimos soberbios soberbios y ahí fue cuando nació el tema este de lo posible
C:\Users\renec\Desktop\tedx_spanish_corpus\tedx_spanish_corpus\speech\TEDX_M_005_SPA_0100.wav,lo hacemos inmediatamente y lo imposible nos tardamos un poquito más porque así pasaron las cosas
C:\Users\renec\Desktop\tedx_spanish_corpus\tedx_spanish_corpus\speech\TEDX_M_005_SPA_0101.wav,haciamos cosas que pensabamos que eran imposibles y por el simple hecho de estar enfocados salian y salian muy bien
C:\Users\renec\Desktop\tedx_spanish_corpus\tedx_spanish_corpus\speech\TEDX_M_005_SPA_0102.wav,y algo importantísimo pasión pasión pasión en todo lo que haciamos y en todas las personas que trabajaban ahí
C:\Users\renec\Desktop\tedx_spanish_corpus\tedx_spanish_corpus\speech\TEDX_M_005_SPA_0103.wav,y aqui acabo der ver varias caras de ibemistas que tuvieron el el pues la fortuna de ver todo este crecimiento dea de la de la ibm
C:\Users\renec\Desktop\tedx_spanish_corpus\tedx_spanish_corpus\speech\TEDX_M_005_SPA_0104.wav,y este es el el carrier path e también en esos años coincidio que llegó un nuevo ceo de la ibm con una mentalidad diferente
C:\Users\renec\Desktop\tedx_spanish_corpus\tedx_spanish_corpus\speech\TEDX_M_005_SPA_0105.wav,e comenzabamos a tener nuevas tecnologías discos duros las moviles las portatiles
C:\Users\renec\Desktop\tedx_spanish_corpus\tedx_spanish_corpus\speech\TEDX_M_005_SPA_0106.wav,comenzamos a hacer productos muy complejos de inversiones muy altas productos que se re requirian procesos similares
C:\Users\renec\Desktop\tedx_spanish_corpus\tedx_spanish_corpus\speech\TEDX_M_005_SPA_0107.wav,a los que se usan para hacer semiconductores con inversiones de se seicientos millones de dolares
C:\Users\renec\Desktop\tedx_spanish_corpus\tedx_spanish_corpus\speech\TEDX_M_005_SPA_0108.wav,anuales que estabamos haciendo ganamos el premio en estar de esportación pues ya nos había gustado eso de los premios
C:\Users\renec\Desktop\tedx_spanish_corpus\tedx_spanish_corpus\speech\TEDX_M_005_SPA_0109.wav,ganamos el premio de exportación en el noventa y siete nos certificamos en ce me me
C:\Users\renec\Desktop\tedx_spanish_corpus\tedx_spanish_corpus\speech\TEDX_M_005_SPA_0110.wav,y y pues e más contractors e llegaron también
C:\Users\renec\Desktop\tedx_spanish_corpus\tedx_spanish_corpus\speech\TEDX_M_005_SPA_0111.wav,e comenzamos a crecer tanto que la corporación haciamos bussines case tan buenos
C:\Users\renec\Desktop\tedx_spanish_corpus\tedx_spanish_corpus\speech\TEDX_M_005_SPA_0112.wav,que la corporación no tenía otra mas que decidir cerrar plantas en estados unidos y mover ese trabajo
C:\Users\renec\Desktop\tedx_spanish_corpus\tedx_spanish_corpus\speech\TEDX_M_005_SPA_0113.wav,a guadalajara e y volumenes volumenes crecimos hasta el dosmil dos
C:\Users\renec\Desktop\tedx_spanish_corpus\tedx_spanish_corpus\speech\TEDX_M_005_SPA_0114.wav,en donde llegamos a nuestro record de tres mil quinientos millones de dolares desafortunadamente
C:\Users\renec\Desktop\tedx_spanish_corpus\tedx_spanish_corpus\speech\TEDX_M_005_SPA_0115.wav,para nosotros la ibm decidio en ese año salirse de manofactura vender todas sus plantas
C:\Users\renec\Desktop\tedx_spanish_corpus\tedx_spanish_corpus\speech\TEDX_M_005_SPA_0116.wav,a nivel mundial que tenía en de manofactura y obviamente mi ultima labor fue pues
C:\Users\renec\Desktop\tedx_spanish_corpus\tedx_spanish_corpus\speech\TEDX_M_005_SPA_0117.wav,seccionar lo que teniamos y una parte se la vendimos a hitachi otra parte se vendio a samina
C:\Users\renec\Desktop\tedx_spanish_corpus\tedx_spanish_corpus\speech\TEDX_M_005_SPA_0118.wav,e lo de software se reportó a méxico pero el el hecho es que se habían logrado todas esas cosas
C:\Users\renec\Desktop\tedx_spanish_corpus\tedx_spanish_corpus\speech\TEDX_M_005_SPA_0119.wav,y que finalmente esa decisión de la ibm yo creo que fue una decisión muy sabia
C:\Users\renec\Desktop\tedx_spanish_corpus\tedx_spanish_corpus\speech\TEDX_M_005_SPA_0120.wav,para ellos para la corporación porque realmente se han enfocado más en software y en servicios
C:\Users\renec\Desktop\tedx_spanish_corpus\tedx_spanish_corpus\speech\TEDX_M_005_SPA_0121.wav,y la ibm sigue creciendo y sigue siendo exitosa comprando los productos que vende a terceros
C:\Users\renec\Desktop\tedx_spanish_corpus\tedx_spanish_corpus\speech\TEDX_M_005_SPA_0122.wav,bueno ahí es cuando salgo de la ibm y y ahora ya veinticinco años despues
C:\Users\renec\Desktop\tedx_spanish_corpus\tedx_spanish_corpus\speech\TEDX_M_005_SPA_0123.wav,viendolo hacia atras digo bueno que hubiera hecho yo diferente ahorita si una situación así
C:\Users\renec\Desktop\tedx_spanish_corpus\tedx_spanish_corpus\speech\TEDX_M_005_SPA_0124.wav,me pasara y viendolo pues no haría nada diferente primero tendria una visión bien clara de ser el mejor
C:\Users\renec\Desktop\tedx_spanish_corpus\tedx_spanish_corpus\speech\TEDX_M_005_SPA_0125.wav,despues la crisis y tener un estado de urgencia y con comunicar llevar ese estado de urgencia
C:\Users\renec\Desktop\tedx_spanish_corpus\tedx_spanish_corpus\speech\TEDX_M_005_SPA_0126.wav,a toda la planta a todos los empleados de la planta despues buscar un disparador algo que hiciera el team work que nos uniera a todos con un objetivo
C:\Users\renec\Desktop\tedx_spanish_corpus\tedx_spanish_corpus\speech\TEDX_M_005_SPA_0127.wav,pero bien claro y alcanzable despues pues buscar certificaciones personales calidad
C:\Users\renec\Desktop\tedx_spanish_corpus\tedx_spanish_corpus\speech\TEDX_M_005_SPA_0128.wav,y hacer over comintments sobre comprometernos si a veces uno piensa mucho y no se sobre compromete
C:\Users\renec\Desktop\tedx_spanish_corpus\tedx_spanish_corpus\speech\TEDX_M_005_SPA_0129.wav,no logra crecimientos como los que logramos tener un buen sistema gerencial un buen managment sistem que mantenga la planta en control
C:\Users\renec\Desktop\tedx_spanish_corpus\tedx_spanish_corpus\speech\TEDX_M_005_SPA_0130.wav,inovar inovar es importantísimo era importantísimo hace veinticinco años es importantísimo
C:\Users\renec\Desktop\tedx_spanish_corpus\tedx_spanish_corpus\speech\TEDX_M_005_SPA_0131.wav,en este momento y pasión pasión pasión en lo que hagamos y en lo que hacemos
C:\Users\renec\Desktop\tedx_spanish_corpus\tedx_spanish_corpus\speech\TEDX_M_005_SPA_0132.wav,algo que no teniamos hace veinticinco años era el internet ahora es una hermosura
C:\Users\renec\Desktop\tedx_spanish_corpus\tedx_spanish_corpus\speech\TEDX_M_005_SPA_0133.wav,da toda la información da toa formación rapidísimo y nos pone en contacto con el mercado mundial
C:\Users\renec\Desktop\tedx_spanish_corpus\tedx_spanish_corpus\speech\TEDX_M_005_SPA_0134.wav,yo les comento que si no tomamos una acción rápida
C:\Users\renec\Desktop\tedx_spanish_corpus\tedx_spanish_corpus\speech\TEDX_M_005_SPA_0135.wav,de la información de internet y somos agresivos los competidores
C:\Users\renec\Desktop\tedx_spanish_corpus\tedx_spanish_corpus\speech\TEDX_M_005_SPA_0136.wav,o los provedores mundiales van a tomar nuestro mercado mexicano en lugar de nosotros el mercado
C:\Users\renec\Desktop\tedx_spanish_corpus\tedx_spanish_corpus\speech\TEDX_M_005_SPA_0137.wav,extranjero y mundial y por último quisiera terminar con el eslogan lo posible lo hacemos de inmediato y lo imposible nos tardamos un poquito más
C:\Users\renec\Desktop\tedx_spanish_corpus\tedx_spanish_corpus\speech\TEDX_M_006_SPA_0001.wav,muy buenas tardes a todos los que estan presentes y a los quinientos millones que me están viendo y escuchando por internet
C:\Users\renec\Desktop\tedx_spanish_corpus\tedx_spanish_corpus\speech\TEDX_M_006_SPA_0002.wav,hoy estamos reunidos aqui para celebrar un centenario
C:\Users\renec\Desktop\tedx_spanish_corpus\tedx_spanish_corpus\speech\TEDX_M_006_SPA_0003.wav,el origen es muy antiguo dicen que vienen de los tiempos de los babilonios o asirios
C:\Users\renec\Desktop\tedx_spanish_corpus\tedx_spanish_corpus\speech\TEDX_M_006_SPA_0004.wav,sesenta siglos antes de cristo algo así pero era distinto porque había un error de traducción
C:\Users\renec\Desktop\tedx_spanish_corpus\tedx_spanish_corpus\speech\TEDX_M_006_SPA_0005.wav,en esos tiempos decía y dios bendijo al hombre y le dijo
C:\Users\renec\Desktop\tedx_spanish_corpus\tedx_spanish_corpus\speech\TEDX_M_006_SPA_0006.wav,procrea pobla la tierra y sojuzgala
C:\Users\renec\Desktop\tedx_spanish_corpus\tedx_spanish_corpus\speech\TEDX_M_006_SPA_0007.wav,y domina a todos los peces que están en el mar todos los pajaros que estan en el volando en el cielo
C:\Users\renec\Desktop\tedx_spanish_corpus\tedx_spanish_corpus\speech\TEDX_M_006_SPA_0008.wav,y todos los seres vivos que pululan por la tierra claro al darnos esta instrucción
C:\Users\renec\Desktop\tedx_spanish_corpus\tedx_spanish_corpus\speech\TEDX_M_006_SPA_0009.wav,ese dios permitio la destrucción de la naturaleza
C:\Users\renec\Desktop\tedx_spanish_corpus\tedx_spanish_corpus\speech\TEDX_M_006_SPA_0010.wav,la explotación del hombre por el hombre en fin una serie de cosas que provocaron justamente
C:\Users\renec\Desktop\tedx_spanish_corpus\tedx_spanish_corpus\speech\TEDX_M_006_SPA_0011.wav,lo que hoy venimos a celebrar entonces son cien años que han pasado
C:\Users\renec\Desktop\tedx_spanish_corpus\tedx_spanish_corpus\speech\TEDX_M_006_SPA_0012.wav,de la sexta gran extinción de la biodiversidad en la tierra ustedes recordaran
C:\Users\renec\Desktop\tedx_spanish_corpus\tedx_spanish_corpus\speech\TEDX_M_006_SPA_0013.wav,que hubo cinco antes la mas reciente había sido sesenta y cinco millones de años
C:\Users\renec\Desktop\tedx_spanish_corpus\tedx_spanish_corpus\speech\TEDX_M_006_SPA_0014.wav,antes de la era esta mas o menos la nuestra este sesenta y seis millones ahí desaparecieron muchas especies entre ellos los dinosaurios
C:\Users\renec\Desktop\tedx_spanish_corpus\tedx_spanish_corpus\speech\TEDX_M_006_SPA_0015.wav,muchísimas especies pero esas cinco extinsiones e de la biodiversidad fueron por causas naturales
C:\Users\renec\Desktop\tedx_spanish_corpus\tedx_spanish_corpus\speech\TEDX_M_006_SPA_0016.wav,la sexta en cambio la que pasó hace cien años fue generada por nosotros
C:\Users\renec\Desktop\tedx_spanish_corpus\tedx_spanish_corpus\speech\TEDX_M_006_SPA_0017.wav,cómo sucedió bueno aquello que llamamos hoy en día un poco de sorna
C:\Users\renec\Desktop\tedx_spanish_corpus\tedx_spanish_corpus\speech\TEDX_M_006_SPA_0018.wav,civilización uno punto cero empezo joven ustedes aqui el registro historico anda por ahí de cuarenta cincuenta siglos antes de cristo
C:\Users\renec\Desktop\tedx_spanish_corpus\tedx_spanish_corpus\speech\TEDX_M_006_SPA_0019.wav,y la curva que ven podía ser por ejemplo la de la población se mantuvo muy estable
C:\Users\renec\Desktop\tedx_spanish_corpus\tedx_spanish_corpus\speech\TEDX_M_006_SPA_0020.wav,o también la misma curva podría ser la del uso total de energía del homosapiens sapiens homo doblemente sabio el hombre doblemente sabio
C:\Users\renec\Desktop\tedx_spanish_corpus\tedx_spanish_corpus\speech\TEDX_M_006_SPA_0021.wav,o también podría ser el deterioro ambiental curiosamente las tres curva estan muy ralcionadas
C:\Users\renec\Desktop\tedx_spanish_corpus\tedx_spanish_corpus\speech\TEDX_M_006_SPA_0022.wav,por ahí de que se inventa la maquina de vapor uno de estos inventos que permite usar mucha energía termina la sustentabilidad
C:\Users\renec\Desktop\tedx_spanish_corpus\tedx_spanish_corpus\speech\TEDX_M_006_SPA_0023.wav,hasta ese momento todas las distintas culturas que habían existido en la tierra
C:\Users\renec\Desktop\tedx_spanish_corpus\tedx_spanish_corpus\speech\TEDX_M_006_SPA_0024.wav,no habían tenido problema de sustantebilidad lo que destruian de la naturaleza por que usar energía destruye
C:\Users\renec\Desktop\tedx_spanish_corpus\tedx_spanish_corpus\speech\TEDX_M_006_SPA_0025.wav,era menos que la capacidad natural de regeneración de los ecosistemas tons no había problema pero por ahí de los mil ochocientos cincuenta
C:\Users\renec\Desktop\tedx_spanish_corpus\tedx_spanish_corpus\speech\TEDX_M_006_SPA_0026.wav,empieza e este hombre doblemente sabio a usar cantidades enormes de energía
C:\Users\renec\Desktop\tedx_spanish_corpus\tedx_spanish_corpus\speech\TEDX_M_006_SPA_0027.wav,y a destruir cada vez mas nuestros sistemas
C:\Users\renec\Desktop\tedx_spanish_corpus\tedx_spanish_corpus\speech\TEDX_M_006_SPA_0028.wav,geofísicos los grandes cuatro grandes no el de la piedra la litósfera
C:\Users\renec\Desktop\tedx_spanish_corpus\tedx_spanish_corpus\speech\TEDX_M_006_SPA_0029.wav,la hidrosfera del agua la atmosfera del aire y la mas importante la biosfera la esfera de la vida
C:\Users\renec\Desktop\tedx_spanish_corpus\tedx_spanish_corpus\speech\TEDX_M_006_SPA_0030.wav,crecimos tanto motivados por el valor fundamental de esa apoca que hoy ya todavía llamamos el capitalismo codicioso
C:\Users\renec\Desktop\tedx_spanish_corpus\tedx_spanish_corpus\speech\TEDX_M_006_SPA_0031.wav,ese era el valor del capitalismo la codicia crear más y más y más riqueza material
C:\Users\renec\Desktop\tedx_spanish_corpus\tedx_spanish_corpus\speech\TEDX_M_006_SPA_0032.wav,las empresas querian tener utilidades inmensas los países decian nuestro producto interno bruto tiene que seguir creciendo porque hay pobreza y la unica manera de acabar con la pobreza
C:\Users\renec\Desktop\tedx_spanish_corpus\tedx_spanish_corpus\speech\TEDX_M_006_SPA_0033.wav,es crecer nuestro producto interno bruto claro no decían que sí creaban mas riqueza
C:\Users\renec\Desktop\tedx_spanish_corpus\tedx_spanish_corpus\speech\TEDX_M_006_SPA_0034.wav,pero se la apropiaban los mismos países y las mismas personas dentro de los países y la pobreza
C:\Users\renec\Desktop\tedx_spanish_corpus\tedx_spanish_corpus\speech\TEDX_M_006_SPA_0035.wav,a pesar de que se generaba más y más y más riqueza la pobreza existia y no se habían dado cuenta
C:\Users\renec\Desktop\tedx_spanish_corpus\tedx_spanish_corpus\speech\TEDX_M_006_SPA_0036.wav,que las leyes de la termodinamica pear a pesar de que los físicos les daban un zape a cada rato les decían perate
C:\Users\renec\Desktop\tedx_spanish_corpus\tedx_spanish_corpus\speech\TEDX_M_006_SPA_0037.wav,crear riqueza necesita energía y la segunda ley nos habla de la entropía y saben todo estas cosas no hacían caso
C:\Users\renec\Desktop\tedx_spanish_corpus\tedx_spanish_corpus\speech\TEDX_M_006_SPA_0038.wav,y entonces al usar mas energía para quesar crear mas riqueza e deterioraban el medio ambiente
C:\Users\renec\Desktop\tedx_spanish_corpus\tedx_spanish_corpus\speech\TEDX_M_006_SPA_0039.wav,y eso era inevitable y no se habían dado cuenta como era ese mundo ese mundo que hoy vemos un poco
C:\Users\renec\Desktop\tedx_spanish_corpus\tedx_spanish_corpus\speech\TEDX_M_006_SPA_0040.wav,e burlandonos de él bueno era un mundo esquisofrenico era un mundo fragmentado fijense había cerca de doscientos países
C:\Users\renec\Desktop\tedx_spanish_corpus\tedx_spanish_corpus\speech\TEDX_M_006_SPA_0041.wav,se dan cuenta lo que hoy somos uno en ese tiempo eran doscientos países y ádemas estaban en pugna había un grupo de países que decían nosotros somos de primer mundo
C:\Users\renec\Desktop\tedx_spanish_corpus\tedx_spanish_corpus\speech\TEDX_M_006_SPA_0042.wav,y seaca se se se se acomulaban todo y taían a los de tercer mundo esclavisados aunque los otros no se daban cuenta porque era a traves de un mecanismo muy sutil que llamaban la deuda externa
C:\Users\renec\Desktop\tedx_spanish_corpus\tedx_spanish_corpus\speech\TEDX_M_006_SPA_0043.wav,pero el tercer mundo estaba fregado ie no tenian una clara espiritualidad como la tenemos nosotros
C:\Users\renec\Desktop\tedx_spanish_corpus\tedx_spanish_corpus\speech\TEDX_M_006_SPA_0044.wav,había una bola de religiones que siempre estaban en pugna que los cristianos mataban a los musulmanes o los musulmanes a los indues
C:\Users\renec\Desktop\tedx_spanish_corpus\tedx_spanish_corpus\speech\TEDX_M_006_SPA_0045.wav,y todo esto estaba organizado por unas estructuras políticas que también buscaban la riqueza acomulada que se llamaban las iglesias
C:\Users\renec\Desktop\tedx_spanish_corpus\tedx_spanish_corpus\speech\TEDX_M_006_SPA_0046.wav,ese mundo estaba lleno de iglesias cada de cada uno de los dioses que coexistia por ahí tenia
C:\Users\renec\Desktop\tedx_spanish_corpus\tedx_spanish_corpus\speech\TEDX_M_006_SPA_0047.wav,varias vertientes de sus iglesias y unos protestaban contra los otros y los otros había sismas y se separaban y se mataban entre sí
C:\Users\renec\Desktop\tedx_spanish_corpus\tedx_spanish_corpus\speech\TEDX_M_006_SPA_0048.wav,todos porque mi dios es el único y es el verdadero y tu te conviertes en mi dios o te mato
C:\Users\renec\Desktop\tedx_spanish_corpus\tedx_spanish_corpus\speech\TEDX_M_006_SPA_0049.wav,no sabian lo que había sido antes el politeismo que era pues todos los dioses son buena onda en fin
C:\Users\renec\Desktop\tedx_spanish_corpus\tedx_spanish_corpus\speech\TEDX_M_006_SPA_0050.wav,lo importante que no se habian dado cuenta es que la religión es hacia afuera desde la piel pa fuera es una estructura social organizada por gente que quiere poder
C:\Users\renec\Desktop\tedx_spanish_corpus\tedx_spanish_corpus\speech\TEDX_M_006_SPA_0051.wav,mientras que la religiosidad es para adentro es el contacto mío conmio con el espíritu con la divinidad con la naturaleza en fin era un mundo muy esquisofrenico
C:\Users\renec\Desktop\tedx_spanish_corpus\tedx_spanish_corpus\speech\TEDX_M_006_SPA_0052.wav,y que pasó bueno en el año dosmil nueve nos dieron un super zape
C:\Users\renec\Desktop\tedx_spanish_corpus\tedx_spanish_corpus\speech\TEDX_M_006_SPA_0053.wav,un grupo de cientificos lidereado por un señor john rockstrom
C:\Users\renec\Desktop\tedx_spanish_corpus\tedx_spanish_corpus\speech\TEDX_M_006_SPA_0054.wav,tomó todas las investigaciones que se habían hecho sobre el deterioro ambiental y llegó a la conclusión
C:\Users\renec\Desktop\tedx_spanish_corpus\tedx_spanish_corpus\speech\TEDX_M_006_SPA_0055.wav,que estabamos rompiendo nueve fronteras planetarias de hecho tres las que estan en rojo
C:\Users\renec\Desktop\tedx_spanish_corpus\tedx_spanish_corpus\speech\TEDX_M_006_SPA_0056.wav,ya las habiamos roto en ese tiempo todo el mundo decia el problema es el cambio de clima como si ese fuera el unico problema
C:\Users\renec\Desktop\tedx_spanish_corpus\tedx_spanish_corpus\speech\TEDX_M_006_SPA_0057.wav,no se habían dado cuenta que era uno entre nueve por ejemplo había uno mucho mas serio que era la acidificación de los mares
C:\Users\renec\Desktop\tedx_spanish_corpus\tedx_spanish_corpus\speech\TEDX_M_006_SPA_0058.wav,los mares se estaban acidificando y la cadena trofica sia saben quien se come a quien estaba siendo tocada al nivel mas bajo
C:\Users\renec\Desktop\tedx_spanish_corpus\tedx_spanish_corpus\speech\TEDX_M_006_SPA_0059.wav,e ese nivel mas bajo el fitoplanton los microorganismos estaban muriendo porque la cantidad de basura que le echaban a los mares y a los rios y a los lagos
C:\Users\renec\Desktop\tedx_spanish_corpus\tedx_spanish_corpus\speech\TEDX_M_006_SPA_0060.wav,acababa con la base misma de la cadena trofíca ósea se iban a morir todos hacia arriba
C:\Users\renec\Desktop\tedx_spanish_corpus\tedx_spanish_corpus\speech\TEDX_M_006_SPA_0061.wav,y lo mismo pasaba con los ciclos de nitrogeno y de fósforo con la pérdida de biodiversidad con e se acabo el agua potable práticamente se acabó el suelo vegetal fue arrasado por
C:\Users\renec\Desktop\tedx_spanish_corpus\tedx_spanish_corpus\speech\TEDX_M_006_SPA_0062.wav,la lluvias por que habían desertificado en fin un desastre fue un desastre de aquellos y qué sucedió
C:\Users\renec\Desktop\tedx_spanish_corpus\tedx_spanish_corpus\speech\TEDX_M_006_SPA_0063.wav,adelanten la proxima sucedió el gran colapso en el año de dosmil cuarenta y cinco
C:\Users\renec\Desktop\tedx_spanish_corpus\tedx_spanish_corpus\speech\TEDX_M_006_SPA_0064.wav,las economias mundiales se desplomaron empezaron por la financiera que tenia su famosa deuda externa y la deuda del tercer mundo y todo eran deudas trabajaban con plástico
C:\Users\renec\Desktop\tedx_spanish_corpus\tedx_spanish_corpus\speech\TEDX_M_006_SPA_0065.wav,pero la deuda mas grande que tenian era la deuda ecológica habian pensado que la tierra era infinita
C:\Users\renec\Desktop\tedx_spanish_corpus\tedx_spanish_corpus\speech\TEDX_M_006_SPA_0066.wav,que podian seguir hechandole basura a la atmosfera y basura al mar o tomando tierra y carbón y minerales
C:\Users\renec\Desktop\tedx_spanish_corpus\tedx_spanish_corpus\speech\TEDX_M_006_SPA_0067.wav,sin darse cuenta que la tierra es finita estaban jugando una especie de pirámide saben esas especia de pirámide donde
C:\Users\renec\Desktop\tedx_spanish_corpus\tedx_spanish_corpus\speech\TEDX_M_006_SPA_0068.wav,uste le manda dinero al que esta en el primer lugar y luego sube y mientras siguen llegando gente abajo la pirámide funciona
C:\Users\renec\Desktop\tedx_spanish_corpus\tedx_spanish_corpus\speech\TEDX_M_006_SPA_0069.wav,pero cuando se acaba la población se colapsa aqui pasó lo mismo en un país perdón en un planeta como la tierra
C:\Users\renec\Desktop\tedx_spanish_corpus\tedx_spanish_corpus\speech\TEDX_M_006_SPA_0070.wav,con recursos finitos el capitalismo agotó con ellos todo el mundo quería
C:\Users\renec\Desktop\tedx_spanish_corpus\tedx_spanish_corpus\speech\TEDX_M_006_SPA_0071.wav,la ser la presa hidroelectrica mas grande el el rascacielos mas alto el país mas rico la cuenta de banco
C:\Users\renec\Desktop\tedx_spanish_corpus\tedx_spanish_corpus\speech\TEDX_M_006_SPA_0072.wav,mas fabulosa todos querian tener tres casa cuatro coches quince televisiones
C:\Users\renec\Desktop\tedx_spanish_corpus\tedx_spanish_corpus\speech\TEDX_M_006_SPA_0073.wav,era la codicia llevada al máximo claro cuando se viene ese colapso toda esta entelequía
C:\Users\renec\Desktop\tedx_spanish_corpus\tedx_spanish_corpus\speech\TEDX_M_006_SPA_0074.wav,se acaban los países que sentido tenía fron poner fronteras y aduanas que sentido tenía ese absurdo concepto de la patria
C:\Users\renec\Desktop\tedx_spanish_corpus\tedx_spanish_corpus\speech\TEDX_M_006_SPA_0075.wav,cuando todos eramos terricolas cuando la contaminación no reconocía fronteras nos dimos cuenta que esa patria
C:\Users\renec\Desktop\tedx_spanish_corpus\tedx_spanish_corpus\speech\TEDX_M_006_SPA_0076.wav,era un mecanismo para mandarnos a la guerra para que mataramos a nombre de aquel de aquellos y se pudieran quedar con su petroleo sus bananas o lo que fuera
C:\Users\renec\Desktop\tedx_spanish_corpus\tedx_spanish_corpus\speech\TEDX_M_006_SPA_0077.wav,se acabaron las iglesias todas no quedo una sola surgió una nueva espiritualidad
C:\Users\renec\Desktop\tedx_spanish_corpus\tedx_spanish_corpus\speech\TEDX_M_006_SPA_0078.wav,basada en las antiguas creencias de algunos pobladores de la tierra que revene reverenciaban a la naturaleza
C:\Users\renec\Desktop\tedx_spanish_corpus\tedx_spanish_corpus\speech\TEDX_M_006_SPA_0079.wav,fijense que hermoso reverenciaban a la biosfera entonces en esa epoca aparece mas o menos
C:\Users\renec\Desktop\tedx_spanish_corpus\tedx_spanish_corpus\speech\TEDX_M_006_SPA_0080.wav,la nueva civilización lo que hoy llamamos civilización dos punto cero se redujo la población
C:\Users\renec\Desktop\tedx_spanish_corpus\tedx_spanish_corpus\speech\TEDX_M_006_SPA_0081.wav,antes del colapso llegamos a ser nueve mil millones de habitantes en el año dosmil cuarenta y cinco
C:\Users\renec\Desktop\tedx_spanish_corpus\tedx_spanish_corpus\speech\TEDX_M_006_SPA_0082.wav,nueve mil millones de habitantes en un planeta muy pequeñito después en muy breves años
C:\Users\renec\Desktop\tedx_spanish_corpus\tedx_spanish_corpus\speech\TEDX_M_006_SPA_0083.wav,el siguiente censo que se hizo andabamos por ahí de cuatrocientos millones murieron nueve de cada diez personas
C:\Users\renec\Desktop\tedx_spanish_corpus\tedx_spanish_corpus\speech\TEDX_M_006_SPA_0084.wav,fue tremendo fue muy doloroso hubo de todo hambrunas guerras enfermedades fue espantoso
C:\Users\renec\Desktop\tedx_spanish_corpus\tedx_spanish_corpus\speech\TEDX_M_006_SPA_0085.wav,pero fue un parto fue muerte y transformación a la semilla tiene que morir pa que nazca el árbol
C:\Users\renec\Desktop\tedx_spanish_corpus\tedx_spanish_corpus\speech\TEDX_M_006_SPA_0086.wav,quienes sobrevivieron claro las ciudades fueron las primeras en morir el primer mundo
C:\Users\renec\Desktop\tedx_spanish_corpus\tedx_spanish_corpus\speech\TEDX_M_006_SPA_0087.wav,no tenia posibilidades de cultivar su comida de no sabian como
C:\Users\renec\Desktop\tedx_spanish_corpus\tedx_spanish_corpus\speech\TEDX_M_006_SPA_0088.wav,generar sus necesidades básicas tonces las ciudades las mas grandes fueron las primeras
C:\Users\renec\Desktop\tedx_spanish_corpus\tedx_spanish_corpus\speech\TEDX_M_006_SPA_0089.wav,y quienes quedaron bueno pues los trahumaras los mauries los yanumaries
